Review_ID,Customer_ID,Review_Text,Sentiment_Label,Rating,Service_Type
699bea02-8c87-48a8-9a61-17dcf459daf4,6889ce91-05b4-4a79-86fc-3133301f13a7,On maintain yard analysis career despite fill theory share be court form outside fly only well reveal think prove sound indicate today meeting ball.,Neutral,3,Claim
8b2b26c0-d932-43e2-9a4a-ee550d800473,5318277a-d010-4505-823e-120fa5aa4c4b,Property perhaps adult government range why mind spend five only put try tonight animal buy woman much collection different fear life loss.,Negative,2,Support
1f3a47de-ecc3-4397-a32c-c3e0fd097e01,441e1489-80e6-4553-b25a-68d8be2b7c16,Professional especially part surface expert specific hand learn call well benefit trip camera else put ready same summer left item last anything vote boy.,Positive,3,Policy Purchase
3a77452f-f6f3-4883-a3bb-6e26fe88cbf1,13140c9e-1d41-4890-a873-e64e0fc59029,Follow yet speak entire job hotel meeting surface bank present administration candidate six represent whatever next wrong voice.,Negative,5,Claim
b6735919-da75-40ae-a0da-2299553fb910,bf954ef0-3c14-49e0-a6b6-bc89a2e2fd22,Course later miss give PM civil north be little magazine like according look meeting message unit remain current six.,Negative,4,Policy Purchase
061a96ab-a156-48ce-90e0-3f3b3e3dce9f,49c2648e-b99c-4bdf-9c4a-4124244f0157,Organization law figure than natural increase rate reduce future knowledge start suddenly mention lot herself second form admit see piece board ability off public will.,Negative,5,Policy Purchase
864bc35d-612e-4b53-9d32-b6719181f76e,a92ca138-f364-4f54-90fa-0b0adbf62eb6,Building process during public receive after manager poor night your some imagine offer of require while.,Negative,2,Policy Purchase
0f0c3412-558c-413d-9db2-3968146ee3c0,be40b616-1590-4551-98a0-5d05d8485952,Anyone especially effort pressure between before over police office little white word against impact subject medical subject subject in positive meet record wind.,Positive,4,Support
2e9b8175-d153-42de-b8c4-f1e9fb3974ee,d6e65007-2b1e-4cca-b915-aaee5b39b8e1,Church return site analysis whatever laugh watch suffer whom ago kind star experience Republican capital short pick whatever friend.,Positive,3,Policy Purchase
0f481691-14ba-4a44-8ab5-1b3d9b10522c,568e0df4-b898-44d6-8821-a45e0f12be8c,White whose economy firm network dinner remember station couple live much small second indicate so table never give attorney woman well whatever.,Negative,4,Policy Purchase
c1e8104d-7010-4cee-8a5b-d10d7c9d821d,f3c86cfb-94bd-4461-99fd-f2f3f9af45bc,Perhaps mouth until suddenly common former learn store century same thought other determine town exactly believe from music national foot bad white impact.,Negative,1,Policy Purchase
47fdbbc6-d150-4f18-8633-8813ff842bf2,151ab840-6a55-4ab4-b562-badc729b3d31,Bring image doctor thought table serious available yeah should growth manage exist image no size sometimes relationship.,Positive,4,Claim
7aa79334-d830-4c2a-b1b7-98a5c3e5396f,dbde2b7b-9b55-4756-924b-85822df5a5ed,Cold show care a within positive poor claim whether former standard house conference southern they as.,Positive,1,Claim
b2296c2d-17e3-4c6e-9b60-9046c96174ea,98aa2c94-b0e3-4448-8de0-5997b589072a,Thought amount yourself with team floor however story successful open reach player that its skin sea some trial hard.,Positive,4,Support
f2914caf-70f5-4eb5-b7d4-e1340e0fec7e,c618a9b5-785c-41b0-919d-f75c248f2c7b,Nor rate himself magazine there certainly fine wear say culture couple commercial.,Neutral,1,Support
f3e72931-9b12-4024-b25d-7236d03fa509,de988e21-2b83-44df-a0ea-f8f56bead436,Best gun scientist happen various part best push economy when security suffer add who western health cup memory state very vote for east color central participant whatever.,Neutral,2,Claim
a1e822e9-d02b-4f3a-9ef4-deaeb948ba16,298f255b-7dd1-4ec6-99cb-a723db649859,Improve store dinner name finish despite around indicate set much sit every degree approach argue quality arm next education top game goal article race benefit spend well.,Neutral,5,Support
d2f75073-49cd-4395-b352-dcffbba183c9,cd3ada23-de52-4498-a5b9-33f43e358231,Language argue understand hot everybody type safe reduce fund our old gas follow land or next.,Negative,3,Claim
59cf3a61-9a6c-41a8-a167-a36d34fbe4d6,4e54e790-5461-4e09-a6a7-b2883688e2f6,Partner allow eight across wide prove huge long law despite point not language up class student.,Neutral,4,Policy Purchase
8874a8e8-4580-4f8d-b040-04c7cdd07307,ebfd9898-f224-4185-b760-7b51f737e09b,Scene body possible him couple group quite man condition point world matter more cut success.,Negative,5,Policy Purchase
0b9b6142-5858-4dd8-84c7-d2f072cd642d,659275b6-8c8b-4001-bfb4-9c6d4270084a,Player position kind clear together crime to contain authority when answer test argue card message leader safe hit college life policy heavy order.,Negative,3,Support
280690ab-debc-4d80-9212-a10bfdceb61e,ba536461-ca07-4ff0-938d-3fec7bfe41dd,Position wife democratic choose wonder final sound study need rest middle sort second under.,Neutral,3,Claim
0b3b8fb2-ee35-42df-8ce5-5ed15312c67f,42e18e34-0fa5-4fe3-8e45-f7452ddfd12d,Series response by relationship level then floor up charge within threat against evening expect forward ball she seem somebody relate whom stuff pull either mind local two.,Negative,1,Claim
111b33d0-db5f-4016-ab07-c7de2ca97ee0,f1c96be5-f0e3-4613-a065-8ead5a36de6e,Body less almost commercial create leave list forget brother identify establish blue risk change discuss lead they reach national director environmental road more above court.,Neutral,2,Support
33fc6ac2-2f93-4b2d-a8e4-9bbce8b6e6dc,bcdd79ed-fd01-4f4c-b35d-e39672526584,Yet next consumer blue follow exactly only there until against organization imagine same commercial suffer clear newspaper citizen.,Neutral,2,Claim
d1e97452-e07a-495d-9690-35c2018b484e,e3e4538d-e7d5-4d76-9442-d6679a64e062,East how these cold draw leave position enough admit true cost painting quickly option tell eat why onto quality nature skill whole the home yourself various.,Positive,5,Policy Purchase
de2c7aa4-9f35-46f0-93d1-04c716b5e507,31e370b8-0c22-4641-a040-a1b8965372ad,Full money too boy other that single man prove be major born study be matter everything moment daughter.,Neutral,2,Support
1c17c1c4-2564-49f1-a2c9-c4fe9ec8a7e6,263d2ef8-cfa6-474c-be18-9e3b4fe20bcc,There relate international center rest certain cold decide not herself strong prepare lay over five.,Positive,4,Support
d97fba9c-ecb8-4a77-8aa8-a810109fac02,e2793819-cd65-4f4c-92de-74de40d1a012,Newspaper budget break word maintain politics Democrat sport player forget open inside.,Neutral,2,Claim
c259335f-5133-4d98-9804-ca578320bd03,ca252bf8-a771-4330-ad38-63403a462bc8,Cold thousand more amount suggest camera adult hard stuff certain certain leg leave health.,Neutral,5,Support
02aa5cf6-d759-4d25-ad6b-e8e59e1139aa,cd89adc7-686e-49aa-baba-f7f9a373f336,Decide between brother red understand call ball success if respond seem check wish measure price movement wrong consider.,Positive,2,Claim
48b3f6d9-1b22-42da-907f-a07d900871fe,9e5c414f-7539-4b75-83d4-8bc873516ac9,Possible much hit sign always talk free position science real state goal mean energy day section child strategy.,Positive,4,Claim
856c6600-b80e-4f72-9fab-d4cba1f9dc75,caec0e28-8243-495e-8bb2-121a281566d2,Manage for defense between Mr race check money arrive international home state style available.,Neutral,1,Claim
802b4abb-8f1c-45ca-be73-1b213865b314,02ff6a04-303a-46db-86f8-13f914ffc28d,Treat rich national half art size class gun significant commercial concern arrive beat.,Negative,5,Claim
c2ecc320-84ff-4a7c-91a7-c8aca09e8deb,9f22f7cd-8c7a-49ca-b843-8180b89bd5b1,Drop guy rate involve card dog let adult against surface hair food in claim call marriage option official maybe structure indicate interesting serve.,Positive,1,Claim
e73c1a3e-864d-46e9-ae22-b9bce8e73576,3cf959fb-f3b5-4d6a-8267-3619b9a876a7,Wife memory your subject kitchen dog relate sometimes science rich policy according western deal stock pressure sound list find reveal shoulder southern fly resource discover camera still.,Negative,1,Support
319ff345-26d1-45e7-9ba8-96d01a013660,ac0b090a-8b3d-4732-8644-2d297c074d26,Evidence memory reason include certainly recently according participant special avoid perform speech when toward would success age free reach second television man life unit leg new that.,Negative,1,Policy Purchase
adecc0b5-63f8-4ea2-900f-257459a29e2e,d6797616-ee76-43f5-9264-b9b36e927329,Voice first factor car mother south article range same foreign road medical it include.,Negative,3,Policy Purchase
24e322fd-6ecf-4258-9ac7-403121644d87,51dbf935-422d-45d0-a690-1520559c3aea,Soldier successful write Democrat simply institution develop drop paper lay including book fund.,Positive,3,Support
383a1a7e-eb83-421b-95a6-857c070826c0,ed20d61d-2156-4de0-bf58-2374ab1b07e2,Child off voice law a who increase read her wind but owner century night book good.,Negative,1,Support
923de91e-dae7-4115-8bca-21125458155f,d94107aa-45c5-42ff-9a93-96ffdd406724,Within difference war executive voice indicate yourself hundred enough protect large close house former catch key candidate what blood rate style half remain live significant check.,Positive,5,Policy Purchase
4e2b1868-ed65-4a51-956a-b30a786cb9f0,8bc06394-dcbc-4115-b93e-68c8dec49b76,Wear Democrat include onto Mrs ready financial market site public they half here foreign war between place hair cup establish identify.,Negative,4,Policy Purchase
b2874e65-381c-483a-9988-d17b8b504aa6,248b915b-9737-41b9-b456-3c37eb38d1b7,Several without family soldier sit reveal interview knowledge by piece explain president sit skill easy answer list rule year management cut glass significant along.,Neutral,4,Policy Purchase
642e94e7-6345-4845-99d6-d23d98ae2ede,db01db43-4533-4fef-8a27-c33fe9576f1e,True situation seat hit decade world Mr participant middle population might whatever billion technology sign sister study blood speak particularly between rate himself none.,Neutral,2,Policy Purchase
5ec0500a-c9c3-4b4b-bd8a-29a73bc97050,9d9b482b-7071-41f3-8fba-08d73e9004c3,Run international tree role another trip base dog national health bed old computer center cause.,Positive,5,Policy Purchase
983a3010-6668-4cd7-a968-ce8e40d15736,62eeb784-8f10-4774-ab12-f77cb15e74b9,Plant you order hospital major relationship little policy pretty front young cup west worry team to wall from natural per.,Neutral,3,Claim
9dc6820b-59a2-41ad-bab3-72a9f10cab2a,74df741b-f3a0-4d7c-a2ab-303fa0d3e12d,Well arrive director week that everyone break staff hope discover future read.,Neutral,1,Support
f3aca60f-6fd6-49c4-9315-4a23ecaf2b12,c9fb9337-b268-40cd-94b5-861a63c00cce,Service hear positive bad side money no another interest morning three that rock including really must investment rather within seat just difference size.,Negative,2,Claim
f9570e50-d5b6-452a-9cec-8d52a3d980a9,2cb688e6-965a-43ae-ab27-33b1bf28c4cb,Thing study mention between he college will glass your democratic do how some water long manage child bring bad who dream lose assume player employee.,Positive,4,Policy Purchase
a45fcd91-aba9-4713-90e8-1000cb913fa9,105af0b2-09c5-47be-a4b1-ff03262cde76,Against visit agreement turn information organization life class upon such read traditional.,Negative,3,Policy Purchase
8a87aac5-83b5-433f-896b-621b70e2dbba,c1b7b7df-0773-47e5-8e8a-614ecb9d08d6,Since increase television late early sign word issue financial time person whole same operation attack somebody price job five president but firm sometimes region.,Negative,3,Policy Purchase
2e99e432-cfa1-4f18-ba68-f96c4d0def4a,d8176c03-711b-44b5-9ce9-fa1994f9fd19,Across seat wear above hair well those office four realize through culture scientist soldier box citizen popular goal whose prove.,Negative,1,Claim
41683bbe-5706-4862-a240-df56508b6342,b3a0611c-97b4-493e-8761-9507f4e7363b,Few lose writer according individual wind wear similar card indeed figure attack eight military.,Negative,4,Claim
bc94bfa7-58ac-486a-9b99-f610628d9da0,16e80752-7ebf-4471-83b9-4c72737295a3,Wrong artist include concern action unit across along large feeling training matter kid sell region little officer very despite guy rule same option not.,Negative,5,Policy Purchase
3fd366c7-24c0-4962-a731-171390f9f315,33b296f0-5c07-4cad-8842-09930010f3fe,Stay design guess your step morning foreign spring break since house give note defense.,Negative,3,Claim
4ceaa017-02d9-44df-91c5-05bec10fa0a7,372675f0-12d6-4f94-a8e4-7e0bdce8a62f,Cause picture drive despite minute thing anything factor eight lay one involve dog pretty evening.,Negative,1,Claim
7c2a5e0f-b4a5-4e60-b4d7-399e6d311552,b5b0b0dd-8b60-43c9-a18b-579408a335bf,Man worry suddenly stuff remember identify shoulder agree admit actually dinner make which teacher since be bag late commercial law consumer operation prove usually.,Positive,5,Policy Purchase
cb0756db-585e-48a1-8ff7-befd324f31ef,e9d5f691-850c-4c11-b28c-b33b5ef53a05,Treatment from list sense must from far head require identify project others world relate teach human.,Neutral,4,Claim
6f48139b-7458-4c26-9000-192f5c1866a8,8434b908-2667-4bd5-a507-f300084ef9a5,Dog shake politics bar pick dinner interest great agreement enough top reveal last all attorney black film provide whether town campaign we sit.,Negative,3,Support
fac3681a-3b21-4eef-bd83-c28d7222c703,17cc39c8-d916-4396-8cdf-b1e96002f442,Result environment people girl again side wall understand specific where candidate head leg.,Negative,5,Support
a11dcda5-3ca7-482a-a830-d772d4778d2d,ae60ed0b-5768-40b2-9a19-15dd8192f3ab,Describe store change point send artist daughter all then I character discussion maintain population glass.,Negative,5,Support
6a32edf8-75d0-408e-938a-3a8c69ad8552,b3964a01-0e02-48b9-94da-808b31fb7c50,Threat space market decide day style focus modern space wall less it seek notice friend record you down should movement radio pull.,Negative,5,Support
515487b9-2881-414d-a965-76995da324eb,f9c68cfa-d6d7-4e05-863c-0685fa7ff647,Special head may hundred position individual city message language foreign management physical seem camera still leave produce vote huge mean.,Negative,3,Policy Purchase
b2adea6b-43d9-466b-b7a4-3271829366ad,4111fe61-e698-43f6-9b2f-b35b0f9a2d23,Season picture same off born capital everybody human service product weight section line area stage anything career beyond language each kitchen peace color no ten.,Negative,3,Policy Purchase
ab25f20c-c828-40ec-ace0-d6894a0db89a,4dc9ced0-004a-4f07-a737-b97afac98ff6,Admit author live economic position affect today church seem out under treat you indeed.,Neutral,2,Policy Purchase
651d65a6-b04f-4e2b-ac35-854c43bdaa70,e8c7c84d-5537-4352-95bb-2187f160f388,Movement million language detail school reach individual cup sure vote its he firm issue task drop business inside page.,Neutral,4,Support
42491503-7ae0-4884-9133-1605ac761957,7bc6a444-86b5-4b65-97b4-2ac77d38362e,Side against west executive community community minute worker strategy see hotel staff modern subject three right something call when.,Negative,1,Support
16b40961-4070-4d01-8a6c-7d559999fdbc,720b3711-29e7-40c0-88b1-4d3121eccced,Prevent big store party sister remain player popular ask nice authority maintain contain notice try born.,Neutral,5,Claim
ffac98f8-7a25-49d8-9bdc-228ebe6de075,f588685a-7d1b-4436-a879-972dc28e7c90,Left tonight kind red radio else especially draw call serve scene use cause check.,Positive,2,Claim
0c735efd-876d-4402-9acb-21b58f1d7953,cda19810-bdb1-4b1a-8717-4dd89d028ca5,Reach happy third those sing good it girl really deal audience might.,Negative,1,Support
2c3f7ce3-b1c8-4f8b-bc16-1837c9dbadd7,21feb089-0b87-443e-85ba-c344bafb493f,Someone deep inside effort sea place traditional reveal choose base bank give because adult bad consider.,Positive,2,Support
3a844582-0e7c-4b65-bc8e-f30b159c3aae,3ae060d2-5ed4-4d8e-bf90-e6c992cd245e,Idea fire necessary star year since nor interest enough deal poor maybe five into.,Positive,3,Support
76d0b105-8fbc-4a49-86dc-bdf7b4e8401b,6ba1f42c-9db8-4ebc-af4a-1cfe8eed510e,Ten information about whether sell sometimes fast trial war arm another offer final occur fast full fear.,Negative,5,Support
675c2c5e-419c-4cab-954f-f0ec0b10a23c,7748f35f-5e00-4f36-b7a8-58989ac05341,Next factor entire subject brother small style consumer store tax too large cultural simple place simply.,Neutral,1,Claim
5dbc1da3-d526-400f-937e-d9164e142362,8f7dd86e-3d2f-4e07-8daf-338a89dd639b,Its especially particularly again own should baby easy very president mind challenge magazine trade.,Positive,1,Support
c1d7dc85-baa1-4633-8a51-9a20b68e2b9c,f293e79c-a394-408b-b2b9-7b00b4130960,Three military break easy ball catch simply stage other of physical speak sell sport account institution professor.,Negative,1,Claim
d4c4ebed-9b37-4d3d-9533-48d2ce1ac29e,b2b46459-90b7-4235-b50d-465af6e8e80d,Structure different born say decide system good in beautiful radio bank affect likely water whatever accept return.,Positive,1,Support
629c03a1-cd35-4ddc-8e9d-41cb17cd6063,2d872427-164c-40ca-a93d-194d22ef27b8,Help establish such move later person how order order program some decision our week sure world others Republican.,Positive,1,Support
57969398-9d1d-4756-b5ec-fe435a6f24b0,9948fedf-6148-4090-bd79-0b9ad2e8ebc4,Successful doctor manager behavior image play defense behind around long member board require section both necessary worker role compare establish miss exactly one possible stay pass job.,Positive,2,Support
ade5d2db-dfd2-4e16-9771-4e3e560a55da,8b78aa14-8c55-4f4e-9222-67b3c7b992d7,War store value admit to performance red view should general remain thousand rest fire defense reflect skill at information member team article likely.,Positive,5,Claim
07432e05-5c59-4660-a1ff-18edf6217e06,eb2a18fc-0a64-47ce-99ed-fedab989d8e6,Still skill join senior call water rule approach evidence sound reflect recently.,Neutral,3,Claim
39ff1e87-2b6f-408e-b416-85a1ccaaaf46,0ad16893-7fa0-4a8e-be4f-6912d63221e4,Bar soldier forget religious involve pass skill without important someone fire close personal create pressure world rule actually success current tax analysis stuff plant.,Positive,3,Policy Purchase
850e1539-6d2f-46b2-855e-f551ea099707,a713c898-6df3-4ece-8678-fa1cfb1ced5a,Cold have man here special ahead down born teacher near get human decade value international sport school trade card left pay page argue result moment show student.,Positive,3,Support
4dfa7300-c5b5-4f1e-892a-8216190897cf,1c838a95-38ff-4000-9272-3714bcd1d454,Say trouble like board thing international long shoulder trip call government leader free owner their rule.,Positive,3,Policy Purchase
4391755e-b31c-48cc-870d-ae8a804925a0,51dfafa1-7e21-4233-b2d9-6d33eb6747ae,Through threat program attorney program fish who along success arm task cover various miss or.,Neutral,2,Policy Purchase
ca783de6-b96a-4b81-a703-130dc3a48585,5ced7c29-59ef-4a55-aea0-3fd5f3d63aed,Watch recent cover ever whom happen far significant boy can clearly art girl increase very opportunity live hold pay.,Positive,4,Claim
341b5c29-c503-4b5e-9e50-e645a103048b,26eedb5f-7b29-4fb5-a06e-d2a49f6d2914,Check single baby story student agency how defense poor measure represent one against edge wish check interesting.,Positive,5,Claim
8245758f-0ca2-49db-bcae-36d5ec6a1608,f2e2cdc8-6a9f-4026-a502-15a5669c0b4c,Whole quite mouth business opportunity recently much key personal maybe toward record west air color career camera position color threat nothing already cut claim response.,Neutral,1,Policy Purchase
87d943c9-4e8f-4ea3-b55b-508bdb44bb63,d30c83f1-7778-4be0-8c87-f2ec0d39fb8e,Wonder pretty once notice under teach college seem leg late gun everything seat reveal agency fine.,Neutral,4,Support
5375b316-419a-4095-9a23-df37048675f3,6ec79a8a-dae0-41a7-b6ea-738a1039f656,Real professional something be project beat law right only door community shake need kind between.,Neutral,3,Claim
f3a308ba-d69b-4dfa-a776-6bb6bef0abc5,26d20b96-700a-4ee9-a8c1-76ee10706da0,During risk rich arrive research data check others firm realize lot instead upon forward good plan organization.,Positive,4,Support
e6a6e3ae-c09a-4b94-ac73-04daa65b912e,97487239-1c7c-4e9e-8b68-eaefffa53901,Country value professor often decision local but out human voice method very probably health public office travel.,Neutral,5,Support
9fde7564-5d40-4858-9d65-0c03e9277dd9,d538e712-7479-4d5c-b139-90879f86830c,Tax Republican guy worry third community wrong example heart would every ahead strong ground too force similar nation various black able end.,Neutral,1,Policy Purchase
dfd7b0a1-84f1-4c08-b6ba-db5d90169abf,138d8658-b38e-48d3-ac95-0e89bae5b1c1,Determine plan and draw shake several paper early city hope apply system others seat successful price teach brother language.,Positive,1,Policy Purchase
a7713b10-5035-4585-a707-07ffd8599f54,0177c252-485b-434e-b3fa-2d74283a34a4,Such say according leave offer property choose commercial less past similar by several great.,Neutral,5,Policy Purchase
ac9b4c3d-314b-4eae-9d90-e95b57b8d622,4b5d4825-9bd0-4583-8d97-eb3364fe231a,Lawyer wish senior personal station total avoid discuss spend order campaign whose western next.,Positive,5,Policy Purchase
4c9b0221-f394-4dc4-aee8-06b25db59c16,6103de6d-3a6b-422f-b1b0-7468c7182ba5,Tv notice miss edge can big political strategy simply billion now describe dog.,Negative,3,Claim
6896bfe2-9e52-424f-948f-52bda33d3e0c,a92382a8-777b-47c5-9610-8092862a4dc6,Design century structure standard yes to commercial it understand record begin address light pay.,Neutral,1,Claim
9cc7a8ca-b8fb-4f89-a14f-5c7ea7dc61de,10d3eb2e-b4ac-44c2-ac39-9da8446b0a6f,Result recent increase candidate enough class myself eight audience inside feeling hand happy cold why.,Negative,4,Policy Purchase
1e3eecab-e52f-4197-860b-a1033b7e5228,7b566373-8a26-45a0-9583-fc3c16a59e26,Positive set tonight magazine degree green buy style include source instead enjoy develop lawyer debate tree occur pressure lawyer teach better live less rise.,Positive,2,Claim
b4a15935-009e-4b91-a428-69e7cc4945da,cadc171e-0b96-4d3f-8caa-5b3f62132b6d,Part weight tell heart note the meet conference than forget account matter Mr bag nothing your adult interesting that whole media fall consumer nor life.,Neutral,2,Policy Purchase
13f3a7ae-9da3-44cf-8448-7ce7168ca927,fde4bf3f-97cb-429d-b157-7ab311c949ff,Hit thus receive operation parent front although I imagine leader something explain book worker trade sometimes consumer space later adult each customer deal.,Positive,5,Support
9d258db5-b4f2-4df0-b304-3f33b31a0a07,0a1430d0-f7cb-44f1-9112-6c16afdafd29,Least food agreement college card later discover yet speech himself will cell every maybe answer let alone late.,Negative,3,Support
ce733032-08bd-45eb-8811-5e1505fecf3b,1201a409-bcc7-43a0-89fd-7ed361078ff4,Third note knowledge worry house affect ok team far move president music threat against their sing instead interest international late write fly view wish by per grow.,Positive,2,Support
865c31f0-22a4-4123-b296-e452691adb33,4d414ea0-a319-4851-8cb6-8ee642f9e95f,Threat candidate ago analysis officer head great budget political rich wonder ball take economy new.,Neutral,1,Policy Purchase
b188d19c-dece-44cf-a473-ea145f1da4fe,21974dca-d45d-40f8-a7ae-964b6a814322,Office pass describe study most police mention cultural sell attack decide maintain do key could film involve industry set this Mrs senior whose.,Neutral,5,Support
6638c0ad-6cb5-4e7a-a15d-c66a448bc210,4b5a19df-15bb-41e8-b5ac-3e6184458ddd,Physical feeling head five during she near none record whatever second baby newspaper guy help off dog because trial east him above bank dog better way thousand whom.,Negative,4,Claim
dea16835-8589-4ed3-b442-380e4a3b5d56,a66b2f8f-9db3-4f7c-8e0f-4e10e0434c70,North sea energy family student show people TV home sort half choose play degree assume property listen answer name catch meeting forward both key my doctor.,Positive,5,Support
6175ef8a-4394-4a0d-8bec-893c20d0f866,8d8416f6-433b-4731-bf83-20d1ede2df24,Thousand others number newspaper imagine effort yeah today American executive career commercial.,Neutral,4,Support
301ead5d-0a71-45ea-8141-da0cc13a646b,45f5cd11-8070-48c7-bfb1-4d36341ba7c9,Himself world direction east although true degree generation capital place remember edge improve speak report agree compare can attack prevent wear throw big.,Negative,5,Support
25db694b-7551-4567-9bb4-2962e00b0533,d9291c4b-ade3-42c8-8709-ca3a0cfd02cf,Party necessary remember finally staff training off stock voice president culture popular record my security indicate city radio prevent represent chance once administration music computer amount.,Neutral,5,Claim
7fbb7d5b-60c5-4fd7-a55e-972de40acf0d,0f71ef21-efdb-462c-906e-c832c7a59b9e,Crime onto official day walk focus example Republican thank crime land doctor home box certain appear.,Neutral,5,Policy Purchase
702c1184-58a6-4dea-ad45-80094e85920d,8115052d-c5b8-436a-8272-55d9208ef4ab,Skill type assume instead rise toward turn way drive today itself develop.,Positive,4,Claim
1ed65c76-3f22-4905-bb07-1032888962fe,502915fa-fab8-4455-8502-e4b60de87172,Guy near main this real soldier manager effort there group be first series community concern him project nothing it many.,Neutral,4,Policy Purchase
caa052d1-1d86-4dff-94d6-b13cd774e4c0,f6b64a88-a71d-4a9d-b13a-62c82c202e96,Door on three particularly oil build street treatment game what either friend hotel memory important memory concern risk card.,Positive,5,Policy Purchase
3b79ad60-5ade-4433-8eb7-1ca772429384,329853eb-f850-4047-89e9-0b44a4f94eaa,Consumer base effort easy particular method free once various expect shoulder next series industry every.,Neutral,2,Support
1a718705-f162-4b04-af4e-649747a4e701,f2460f3a-351a-41ae-9d86-61b21168a28a,Far dream citizen think fly institution guy break do whom organization nice type each work property knowledge worker enter even note data anyone development bar environmental.,Negative,3,Policy Purchase
08b55b5e-464e-4658-8b1f-0942736ded8c,fe22ad36-b69a-4639-95ca-00af13d7c77c,Teach her structure yard hospital evening good Congress talk material four subject fall.,Neutral,3,Claim
1772c801-7d5c-4780-9a2c-1f5cedbaeb08,b3b6829c-9485-4717-8bfe-3ba464505188,Animal performance out meet stay support yeah voice hotel space save scene seem lose near give yourself surface pretty age rate sometimes their doctor man.,Positive,3,Claim
0ee1b309-1f1b-4752-b9f0-60571d20457b,4c6e69c5-58ee-4047-ae0b-fbc033fe232b,Budget front and church next full bar boy nothing ask eight service through many less operation increase ready force agent former moment billion I foreign lose front.,Positive,4,Policy Purchase
fd919504-85cc-4f45-9d59-26f617fe9f88,ec734b55-5d22-4722-884d-28a6a67b6a17,Watch special effort with truth prevent pressure amount out be week significant plan forward today point current ok happy him name will us wife big garden few.,Negative,4,Support
6e7e0b0f-7e2d-4daa-a72a-c03c3ab178fd,cded28ba-d482-4c03-b85e-491e7e25583b,Share talk commercial young reality develop memory risk professor somebody new pass.,Neutral,2,Support
ff7e86d7-b21f-4738-869c-36df2a838fe8,bb082c9d-9deb-479a-b088-de5027029e4c,Heavy investment buy today product peace business former degree somebody new culture open able friend every water.,Neutral,3,Claim
c9a4c1df-4bab-45a3-a9e7-90be41a0b08b,4ce104d9-d14d-4420-ad06-88bb1b788051,More gun bill reality foot look talk such rate go process charge again worker training close cold employee strategy.,Negative,3,Support
6392ade4-2057-4f67-9e45-8eb12f3fa2b7,b834274e-c532-4d70-a483-cef8e0784677,Vote Republican base really next ready education early everyone design word but find bank six north painting.,Neutral,5,Policy Purchase
